custAge,profession,marital,schooling,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pmonths,pastEmail,responded,profit,id
26,services,single,high.school,no,no,no,telephone,may,NA,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,no,NA,3772
56,retired,married,high.school,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,999,0,no,NA,3773
36,admin.,married,university.degree,no,no,yes,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,no,NA,3774
30,technician,single,professional.course,no,no,no,telephone,jun,NA,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,no,NA,3775
NA,management,single,NA,no,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999,0,no,NA,3776
36,services,single,high.school,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,no,NA,3777
33,blue-collar,married,NA,no,yes,no,telephone,jun,mon,5,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999,0,no,NA,3778
37,admin.,married,NA,no,no,no,cellular,aug,NA,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,999,0,no,NA,3779
53,admin.,married,high.school,no,yes,yes,cellular,may,mon,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,999,5,no,NA,3780
28,technician,single,NA,no,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,no,NA,3781
33,technician,married,university.degree,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,3782
33,admin.,divorced,NA,no,yes,no,cellular,nov,thu,2,999,1,failure,-0.1,93.2,-42,4.076,5195.8,999,0,no,NA,3783
48,admin.,married,NA,no,yes,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0,no,NA,3784
27,admin.,married,high.school,no,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999,0,no,NA,3785
41,services,married,high.school,no,no,no,telephone,may,NA,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,3786
NA,technician,single,professional.course,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,3787
59,services,married,NA,no,yes,no,cellular,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999,0,no,NA,3788
NA,blue-collar,married,basic.4y,unknown,yes,yes,cellular,may,wed,2,999,2,failure,-1.8,92.893,-46.2,1.334,5099.1,999,0,no,NA,3789
42,blue-collar,single,NA,unknown,yes,no,cellular,may,thu,5,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0,no,NA,3790
37,services,single,basic.6y,no,yes,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,999,2,no,NA,3791
29,blue-collar,married,NA,no,no,no,telephone,jun,thu,13,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999,0,no,NA,3792
NA,blue-collar,married,basic.9y,no,yes,yes,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,999,1,no,NA,3793
32,blue-collar,married,basic.9y,no,no,yes,telephone,may,tue,6,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999,0,no,NA,3794
26,entrepreneur,married,basic.4y,unknown,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,3795
33,admin.,single,university.degree,no,no,no,cellular,aug,wed,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,no,NA,3796
35,admin.,single,university.degree,no,yes,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,999,0,no,NA,3797
42,admin.,married,NA,no,no,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0,no,NA,3798
35,admin.,single,university.degree,no,yes,no,cellular,aug,fri,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,no,NA,3799
31,services,single,high.school,no,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,no,NA,3800
NA,retired,married,unknown,unknown,yes,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,3801
NA,retired,divorced,basic.4y,no,no,no,cellular,nov,fri,2,999,0,nonexistent,-3.4,92.649,-30.1,0.718,5017.5,999,0,no,NA,3802
39,housemaid,married,NA,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,no,NA,3803
47,technician,married,professional.course,no,yes,no,cellular,jul,thu,18,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999,0,no,NA,3804
NA,blue-collar,married,high.school,unknown,yes,no,telephone,may,NA,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,no,NA,3805
NA,services,married,high.school,unknown,no,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,999,3,no,NA,3806
29,technician,single,professional.course,unknown,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,no,NA,3807
38,management,divorced,university.degree,no,no,no,telephone,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,no,NA,3808
34,admin.,divorced,university.degree,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,no,NA,3809
38,services,married,NA,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,no,NA,3810
31,blue-collar,married,basic.4y,no,yes,no,telephone,may,NA,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,no,NA,3811
NA,blue-collar,single,basic.4y,no,yes,yes,cellular,may,NA,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999,0,no,NA,3812
48,admin.,married,university.degree,no,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,no,NA,3813
50,technician,married,university.degree,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0,no,NA,3814
28,admin.,single,NA,no,no,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,999,3,no,NA,3815
42,technician,married,professional.course,no,yes,yes,cellular,aug,mon,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,no,NA,3816
33,blue-collar,married,basic.9y,no,no,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0,no,NA,3817
52,admin.,single,high.school,unknown,yes,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,no,NA,3818
51,services,married,NA,no,no,yes,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,no,NA,3819
45,technician,single,professional.course,unknown,yes,yes,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,999,0,no,NA,3820
NA,entrepreneur,married,basic.9y,no,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,999,0,no,NA,3821
52,entrepreneur,single,NA,no,yes,no,cellular,may,thu,5,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999,0,no,NA,3822
49,technician,married,professional.course,no,no,yes,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,3823
40,technician,single,NA,unknown,yes,no,cellular,may,thu,8,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999,0,no,NA,3824
44,technician,divorced,high.school,no,no,no,telephone,may,NA,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,no,NA,3825
37,blue-collar,married,professional.course,no,yes,yes,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,no,NA,3826
30,admin.,single,university.degree,no,yes,no,cellular,nov,mon,1,6,1,success,-3.4,92.649,-30.1,0.722,5017.5,0.2,5,no,NA,3827
NA,admin.,divorced,university.degree,no,yes,no,cellular,jul,NA,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,3828
NA,blue-collar,married,NA,unknown,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,no,NA,3829
27,technician,single,NA,no,no,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999,0,no,NA,3830
30,technician,divorced,university.degree,no,yes,no,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,no,NA,3831
31,technician,married,professional.course,no,yes,yes,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,no,NA,3832
30,blue-collar,single,NA,no,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,no,NA,3833
30,blue-collar,married,basic.9y,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0,no,NA,3834
41,admin.,married,university.degree,no,yes,yes,telephone,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0,no,NA,3835
40,admin.,married,NA,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,3836
43,technician,married,basic.6y,no,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,no,NA,3837
45,admin.,married,basic.6y,no,no,yes,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,3838
54,self-employed,married,NA,no,yes,no,cellular,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,no,NA,3839
29,admin.,single,university.degree,no,no,no,cellular,oct,mon,2,999,1,failure,-3.4,92.431,-26.9,0.731,5017.5,999,3,no,NA,3840
NA,entrepreneur,married,basic.4y,no,unknown,unknown,telephone,nov,tue,7,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,no,NA,3841
37,blue-collar,married,NA,unknown,no,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,no,NA,3842
28,blue-collar,single,NA,unknown,no,no,cellular,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,999,2,no,NA,3843
32,services,single,basic.9y,no,yes,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,999,2,no,NA,3844
NA,admin.,single,university.degree,no,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,no,NA,3845
34,blue-collar,single,NA,unknown,no,yes,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,no,NA,3846
31,technician,married,high.school,unknown,no,no,telephone,may,tue,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999,0,no,NA,3847
41,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,NA,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0,no,NA,3848
NA,technician,married,NA,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,3849
36,management,married,university.degree,no,yes,no,cellular,may,mon,6,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,999,0,no,NA,3850
43,unknown,married,NA,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,3851
38,services,single,high.school,unknown,yes,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,no,NA,3852
54,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,no,NA,3853
46,unemployed,married,university.degree,no,no,no,cellular,nov,mon,2,999,1,failure,-0.1,93.2,-42,4.191,5195.8,999,1,no,NA,3854
24,admin.,single,NA,no,no,no,telephone,jul,wed,6,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,no,NA,3855
39,blue-collar,married,high.school,no,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,no,NA,3856
34,admin.,married,university.degree,no,yes,no,telephone,jun,fri,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,no,NA,3857
22,student,single,high.school,no,no,yes,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,3858
56,services,married,high.school,no,no,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,no,NA,3859
33,services,divorced,high.school,no,yes,no,telephone,jun,NA,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,no,NA,3860
NA,admin.,divorced,high.school,no,yes,no,cellular,jun,NA,1,999,1,failure,-2.9,92.963,-40.8,1.266,5076.2,999,0,no,NA,3861
NA,technician,divorced,professional.course,no,no,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,3862
49,technician,married,basic.9y,unknown,yes,no,cellular,jul,wed,17,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,no,NA,3863
NA,management,married,university.degree,no,no,no,telephone,may,tue,10,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,3864
39,blue-collar,married,basic.6y,no,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,no,NA,3865
33,entrepreneur,married,NA,unknown,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,no,NA,3866
29,admin.,single,university.degree,unknown,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,999,0,no,NA,3867
59,retired,single,professional.course,unknown,yes,no,telephone,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,3868
NA,admin.,married,university.degree,no,yes,no,telephone,aug,NA,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,no,NA,3869
31,services,married,high.school,no,no,yes,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999,0,no,NA,3870
28,management,single,unknown,no,no,no,telephone,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,999,0,no,NA,3871
37,management,married,NA,no,no,no,cellular,nov,tue,5,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,no,NA,3872
34,blue-collar,married,NA,no,no,no,cellular,may,wed,6,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999,0,no,NA,3873
NA,admin.,single,NA,no,no,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,no,NA,3874
NA,technician,single,university.degree,no,yes,yes,cellular,jun,wed,1,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,999,0,no,NA,3875
31,admin.,married,university.degree,unknown,no,no,cellular,may,thu,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999,0,no,NA,3876
25,self-employed,single,unknown,no,no,no,cellular,apr,mon,3,999,1,failure,-1.8,93.749,-34.6,0.643,5008.7,999,2,no,NA,3877
49,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,no,NA,3878
37,technician,married,basic.6y,no,yes,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,no,NA,3879
34,technician,married,NA,no,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0,no,NA,3880
59,retired,divorced,professional.course,no,yes,no,cellular,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999,0,no,NA,3881
42,blue-collar,married,basic.9y,no,no,no,telephone,may,NA,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999,0,no,NA,3882
44,blue-collar,married,basic.4y,no,yes,no,cellular,jul,fri,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,3883
39,blue-collar,married,NA,unknown,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,3884
42,admin.,divorced,NA,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,3885
NA,admin.,single,high.school,no,yes,no,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,3886
48,services,married,high.school,unknown,yes,no,telephone,jun,wed,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,no,NA,3887
56,admin.,married,university.degree,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0,no,NA,3888
43,services,divorced,high.school,no,no,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0,no,NA,3889
31,technician,single,basic.9y,no,yes,no,telephone,may,thu,5,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999,0,no,NA,3890
46,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,tue,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0,no,NA,3891
34,blue-collar,married,NA,no,no,no,telephone,jun,tue,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,no,NA,3892
27,technician,single,high.school,no,yes,no,cellular,jul,mon,11,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,no,NA,3893
31,unemployed,single,professional.course,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,3894
26,blue-collar,married,basic.4y,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,999,0,no,NA,3895
NA,housemaid,divorced,NA,no,no,no,cellular,nov,NA,2,999,1,failure,-0.1,93.2,-42,4.12,5195.8,999,0,no,NA,3896
27,blue-collar,single,NA,no,no,yes,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,999,0,no,NA,3897
40,housemaid,divorced,high.school,no,yes,no,cellular,may,wed,3,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,999,1,no,NA,3898
NA,admin.,divorced,NA,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,no,NA,3899
32,admin.,single,NA,no,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,no,NA,3900
80,retired,divorced,basic.4y,no,no,no,cellular,oct,tue,1,999,0,nonexistent,-3.4,92.431,-26.9,0.744,5017.5,999,0,no,NA,3901
37,blue-collar,single,high.school,unknown,no,no,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42,4.153,5195.8,999,4,no,NA,3902
56,services,married,high.school,no,no,no,telephone,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0,no,NA,3903
23,technician,single,professional.course,no,unknown,unknown,cellular,may,fri,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999,0,no,NA,3904
NA,services,married,NA,no,no,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,999,0,no,NA,3905
48,entrepreneur,married,unknown,unknown,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,999,0,no,NA,3906
29,blue-collar,married,high.school,no,yes,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,3907
49,management,married,basic.4y,no,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,no,NA,3908
NA,admin.,married,NA,unknown,yes,no,telephone,nov,fri,8,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,no,NA,3909
45,admin.,married,high.school,unknown,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0,no,NA,3910
50,technician,single,university.degree,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,no,NA,3911
54,technician,divorced,NA,no,no,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0,no,NA,3912
37,admin.,married,high.school,no,no,yes,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,3913
39,blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,may,fri,4,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,999,0,no,NA,3914
65,admin.,married,university.degree,no,yes,no,cellular,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.754,5017.5,999,0,no,NA,3915
50,management,married,NA,no,yes,no,cellular,jul,NA,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,no,NA,3916
34,blue-collar,single,NA,no,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,no,NA,3917
NA,technician,married,professional.course,no,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0,no,NA,3918
36,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,3919
53,unemployed,married,university.degree,no,unknown,unknown,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0,no,NA,3920
43,blue-collar,married,basic.9y,no,no,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,no,NA,3921
31,admin.,single,university.degree,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0,no,NA,3922
35,unknown,married,NA,no,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0,no,NA,3923
36,blue-collar,married,NA,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,no,NA,3924
36,admin.,single,university.degree,no,no,no,cellular,aug,wed,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,999,0,no,NA,3925
NA,entrepreneur,married,university.degree,no,yes,no,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,3926
NA,blue-collar,married,NA,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,no,NA,3927
29,blue-collar,married,NA,no,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999,0,no,NA,3928
35,management,married,university.degree,no,no,no,cellular,nov,tue,1,3,2,success,-3.4,92.649,-30.1,0.716,5017.5,0.1,10,no,NA,3929
NA,admin.,single,basic.6y,no,yes,no,telephone,may,wed,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,999,0,no,NA,3930
NA,technician,single,basic.9y,no,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,no,NA,3931
NA,admin.,married,university.degree,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,no,NA,3932
30,admin.,single,university.degree,no,no,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,999,0,no,NA,3933
58,retired,married,high.school,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,999,0,no,NA,3934
35,blue-collar,married,basic.4y,unknown,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,no,NA,3935
41,management,married,NA,no,yes,no,cellular,nov,mon,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,999,4,no,NA,3936
NA,admin.,single,high.school,no,no,no,cellular,may,mon,4,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,999,0,no,NA,3937
33,admin.,married,high.school,no,yes,no,cellular,may,wed,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,999,5,no,NA,3938
45,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,tue,4,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1,999,2,no,NA,3939
57,admin.,married,basic.4y,unknown,yes,no,cellular,jul,NA,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,3940
36,technician,married,professional.course,no,no,no,telephone,jun,wed,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,no,NA,3941
NA,admin.,single,NA,no,no,no,cellular,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,999,2,no,NA,3942
NA,admin.,married,NA,no,yes,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.264,5099.1,999,3,no,NA,3943
42,services,married,high.school,no,no,no,telephone,jun,NA,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,no,NA,3944
24,technician,divorced,NA,no,no,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,999,3,no,NA,3945
NA,self-employed,single,university.degree,no,no,no,telephone,may,wed,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,3946
54,admin.,married,university.degree,unknown,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,3947
46,admin.,divorced,NA,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,no,NA,3948
NA,blue-collar,married,NA,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,999,0,no,NA,3949
36,blue-collar,married,unknown,no,no,no,telephone,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999,0,no,NA,3950
34,self-employed,married,NA,no,yes,no,cellular,nov,wed,5,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0,no,NA,3951
30,technician,married,NA,no,yes,no,telephone,may,NA,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,3952
51,entrepreneur,married,basic.6y,unknown,yes,yes,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,3953
31,technician,single,professional.course,no,yes,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,3954
51,unemployed,married,NA,no,no,yes,telephone,jun,wed,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0,no,NA,3955
34,entrepreneur,married,NA,unknown,yes,no,cellular,aug,wed,10,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,no,NA,3956
